Gallery,Medium,Era / Series,Index,Title (raw),Title (English),Title (Chinese),Year,Physical dimensions,Image pixels (WxH),File size (KB),Local file,Live URL
oil2020s,Oil,2020s,,"凍帆No.3——冰峭 
Frozen Sail No.3
153x153cm   60x60inch",No.3—— Frozen Sail No.3,"凍帆冰峭 
",,153x153cm,1275x1280,561,assets/O-002-0b04b439.jpg,https://antoinetterocks.github.io/yuchunmingart/assets/O-002-0b04b439.jpg
oil2020s,Oil,2020s,,"北山浸日  Sunlight on the Peak
100x80cm  39.4x31.5inch",Sunlight on the Peak 39..5inch,北山浸日,,100x80cm,2180x2746,2523,assets/O-033-330b797a.jpg,https://antoinetterocks.github.io/yuchunmingart/assets/O-033-330b797a.jpg
oil2020s,Oil,2020s,,"古巷初晴  
Alley After Rain
100x80cm  39.4x31.5inch",Alley After Rain 39..5inch,"古巷初晴  
",,100x80cm,2180x2726,2460,assets/O-037-119cff30.jpg,https://antoinetterocks.github.io/yuchunmingart/assets/O-037-119cff30.jpg
oil2020s,Oil,2020s,,"喜上眉梢No.5  
Joy on Plum No.5
103x122cm
40.6x48inch","No.5 Joy on Plum No.5
40.","喜上眉梢  
   
",,103x122cm,1048x1280,512,assets/O-004-09e23002.jpg,https://antoinetterocks.github.io/yuchunmingart/assets/O-004-09e23002.jpg
oil2020s,Oil,2020s,,"山之暈  
Blue Mist
100x100cm  39.4x39.4inch",Blue Mist 39..4inch,"山之暈  
",,100x100cm,2182x2151,1858,assets/O-045-6752bc3c.jpg,https://antoinetterocks.github.io/yuchunmingart/assets/O-045-6752bc3c.jpg
oil2020s,Oil,2020s,,"山居圖  Mountain Residence
100x100cm  39.4x39.4inch",Mountain Residence 39..4inch,山居圖,,100x100cm,2191x2168,2147,assets/O-046-0846c2a2.jpg,https://antoinetterocks.github.io/yuchunmingart/assets/O-046-0846c2a2.jpg
oil2020s,Oil,2020s,,"故鄉  
Hometown
122x130cm  48x51.2inch",Hometown.2inch,"故鄉  
",,122x130cm,1212x1280,613,assets/O-008-01345098.jpg,https://antoinetterocks.github.io/yuchunmingart/assets/O-008-01345098.jpg
oil2020s,Oil,2020s,,"月梢  
Moonlight
78x96cm  30.7x37.8inch",Moonlight 30..8inch,"月梢  
",,78x96cm,2486x1987,1948,assets/O-050-0706ecaf.jpg,https://antoinetterocks.github.io/yuchunmingart/assets/O-050-0706ecaf.jpg
oil2020s,Oil,2020s,,"松趣
Old Pines 
122x93cm  
48x36.6inch","
Old Pines.6inch","松趣
",,122x93cm,1280x949,482,assets/O-010-119edfe5.jpg,https://antoinetterocks.github.io/yuchunmingart/assets/O-010-119edfe5.jpg
oil2020s,Oil,2020s,,"歲月  
Times 
122x122cm  48x48inch",Times,"歲月  
",,122x122cm,1280x1274,621,assets/O-005-006a24e1.jpg,https://antoinetterocks.github.io/yuchunmingart/assets/O-005-006a24e1.jpg
oil2020s,Oil,2020s,,"界
Border
129x102cm  50.8x40inch","
Border 50.","界
",,129x102cm,3869x4987,3010,assets/O-016-0af1fb0a.jpg,https://antoinetterocks.github.io/yuchunmingart/assets/O-016-0af1fb0a.jpg
oil2020s,Oil,2020s,,"街雨  Rain On A Alley
96.5x118cm   38x46.5inch","Rain On A Alley
96..5inch","街雨     
",,5x118cm,956x1280,405,assets/O-001-01fe0bd7.jpg,https://antoinetterocks.github.io/yuchunmingart/assets/O-001-01fe0bd7.jpg
new-page,Oil,Religious Leader Series,,DSC01101.JPG,DSC01101,,,,500x701,61,assets/DSC01101-073f0932.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/DSC01101-073f0932.JPG
new-page,Oil,Religious Leader Series,,DSC01102.JPG,DSC01102,,,,500x687,65,assets/DSC01102-2137171b.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/DSC01102-2137171b.JPG
new-page,Oil,Religious Leader Series,,DSC01104.JPG,DSC01104,,,,500x701,52,assets/DSC01104-1c6d3800.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/DSC01104-1c6d3800.JPG
new-page,Oil,Religious Leader Series,,DSC01105.JPG,DSC01105,,,,500x712,51,assets/DSC01105-24d1b4b1.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/DSC01105-24d1b4b1.JPG
new-page,Oil,Religious Leader Series,,DSC01106.JPG,DSC01106,,,,500x706,60,assets/DSC01106-42619698.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/DSC01106-42619698.JPG
new-page,Oil,Religious Leader Series,,DSC01107.JPG,DSC01107,,,,500x701,69,assets/DSC01107-032da00e.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/DSC01107-032da00e.JPG
new-page,Oil,Religious Leader Series,,DSC01109.JPG,DSC01109,,,,500x707,59,assets/DSC01109-2902a8bc.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/DSC01109-2902a8bc.JPG
new-page,Oil,Religious Leader Series,,DSC01113.JPG,DSC01113,,,,500x703,56,assets/DSC01113-1cdcabb4.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/DSC01113-1cdcabb4.JPG
new-page,Oil,Religious Leader Series,,DSC01114.JPG,DSC01114,,,,500x700,67,assets/DSC01114-5446eee6.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/DSC01114-5446eee6.JPG
new-page,Oil,Religious Leader Series,,DSC01117.JPG,DSC01117,,,,500x703,50,assets/DSC01117-1104f4a6.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/DSC01117-1104f4a6.JPG
new-page,Oil,Religious Leader Series,,DSC01188.JPG,DSC01188,,,,500x711,87,assets/DSC01188-086a2dbf.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/DSC01188-086a2dbf.JPG
new-page,Oil,Religious Leader Series,,DSC01961.JPG,DSC0,,,,500x701,70,assets/DSC01961-1ef74756.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/DSC01961-1ef74756.JPG
new-page,Oil,Religious Leader Series,,MLK.JPG,MLK,,,,500x713,49,assets/MLK-109126c9.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/MLK-109126c9.JPG
new-page,Oil,Religious Leader Series,,Scan10013.JPG,Scan10013,,,,500x732,56,assets/Scan10013-2cdf2177.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10013-2cdf2177.JPG
new-page,Oil,Religious Leader Series,,Scan10015.JPG,Scan10015,,,,500x733,41,assets/Scan10015-1b234333.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10015-1b234333.JPG
new-page,Oil,Religious Leader Series,,Scan10022.JPG,Scan10022,,,,500x703,72,assets/Scan10022-0c0bc09f.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10022-0c0bc09f.JPG
new-page,Oil,Religious Leader Series,,Scan10023.JPG,Scan10023,,,,500x725,83,assets/Scan10023-00fbfdf4.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10023-00fbfdf4.JPG
new-page,Oil,Religious Leader Series,,Scan10025.JPG,Scan10025,,,,500x705,57,assets/Scan10025-241f72f8.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10025-241f72f8.JPG
new-page,Oil,Religious Leader Series,,Scan10028.JPG,Scan10028,,,,500x710,75,assets/Scan10028-2c9052ba.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10028-2c9052ba.JPG
new-page,Oil,Religious Leader Series,,Scan10029.JPG,Scan10029,,,,500x684,54,assets/Scan10029-1a574eb0.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10029-1a574eb0.JPG
new-page,Oil,Religious Leader Series,,Scan10030.JPG,Scan10030,,,,500x683,83,assets/Scan10030-0a4a19d2.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10030-0a4a19d2.JPG
new-page,Oil,Religious Leader Series,,Scan10031.JPG,Scan10031,,,,668x500,60,assets/Scan10031-369dcc22.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10031-369dcc22.JPG
new-page,Oil,Religious Leader Series,,Scan10032.JPG,Scan10032,,,,500x693,50,assets/Scan10032-0668a2df.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10032-0668a2df.JPG
new-page,Oil,Religious Leader Series,,Scan10041.JPG,Scan10041,,,,500x708,73,assets/Scan10041-29246535.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10041-29246535.JPG
new-page,Oil,Religious Leader Series,,Scan10046.JPG,Scan10046,,,,500x710,50,assets/Scan10046-8b5f0009.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10046-8b5f0009.JPG
new-page,Oil,Religious Leader Series,,Scan10049.JPG,Scan10049,,,,500x715,67,assets/Scan10049-2217cd83.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10049-2217cd83.JPG
new-page,Oil,Religious Leader Series,,Scan10052.JPG,Scan10052,,,,500x704,62,assets/Scan10052-032d6bbb.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10052-032d6bbb.JPG
new-page,Oil,Religious Leader Series,,Scan10053.JPG,Scan10053,,,,500x695,57,assets/Scan10053-45771efe.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10053-45771efe.JPG
new-page,Oil,Religious Leader Series,,Scan10054.JPG,Scan10054,,,,500x694,55,assets/Scan10054-1f72c516.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10054-1f72c516.JPG
new-page,Oil,Religious Leader Series,,Scan10055.JPG,Scan10055,,,,500x688,47,assets/Scan10055-010288a4.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10055-010288a4.JPG
new-page,Oil,Religious Leader Series,,Scan10056.JPG,Scan10056,,,,500x721,47,assets/Scan10056-2a221788.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10056-2a221788.JPG
new-page,Oil,Religious Leader Series,,Scan10057.JPG,Scan10057,,,,500x722,70,assets/Scan10057-2c9db126.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10057-2c9db126.JPG
new-page,Oil,Religious Leader Series,,Scan10057[2].JPG,Scan10057[2],,,,500x728,63,assets/Scan10057_2_-0c343655.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10057_2_-0c343655.JPG
new-page,Oil,Religious Leader Series,,Scan10058.JPG,Scan10058,,,,500x713,41,assets/Scan10058-0cb475dd.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10058-0cb475dd.JPG
new-page,Oil,Religious Leader Series,,Scan10061.JPG,Scan10061,,,,500x701,64,assets/Scan10061-14bb0ac5.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10061-14bb0ac5.JPG
new-page,Oil,Religious Leader Series,,Scan10062.JPG,Scan10062,,,,500x698,63,assets/Scan10062-1b24a855.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10062-1b24a855.JPG
new-page,Oil,Religious Leader Series,,Scan10063.JPG,Scan10063,,,,500x689,81,assets/Scan10063-0bf628b0.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10063-0bf628b0.JPG
new-page,Oil,Religious Leader Series,,Scan10064.JPG,Scan10064,,,,500x709,59,assets/Scan10064-048a9e5f.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10064-048a9e5f.JPG
new-page,Oil,Religious Leader Series,,Scan10064[2].JPG,Scan10064[2],,,,500x745,61,assets/Scan10064_2_-08acd0d0.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10064_2_-08acd0d0.JPG
new-page,Oil,Religious Leader Series,,Scan10065.JPG,Scan10065,,,,500x714,60,assets/Scan10065-1fbb2522.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10065-1fbb2522.JPG
new-page,Oil,Religious Leader Series,,Scan10066.JPG,Scan10066,,,,691x500,67,assets/Scan10066-06513de9.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10066-06513de9.JPG
new-page,Oil,Religious Leader Series,,Scan10069.JPG,Scan10069,,,,500x714,48,assets/Scan10069-048ca73b.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10069-048ca73b.JPG
new-page,Oil,Religious Leader Series,,Scan10071.JPG,Scan10071,,,,500x710,59,assets/Scan10071-003d48c9.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10071-003d48c9.JPG
new-page,Oil,Religious Leader Series,,Scan10072.JPG,Scan10072,,,,500x727,60,assets/Scan10072-22cedf51.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10072-22cedf51.JPG
new-page,Oil,Religious Leader Series,,Scan10073.JPG,Scan10073,,,,500x674,55,assets/Scan10073-07350d19.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10073-07350d19.JPG
new-page,Oil,Religious Leader Series,,Scan10074.JPG,Scan10074,,,,500x701,51,assets/Scan10074-2875b5c3.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10074-2875b5c3.JPG
new-page,Oil,Religious Leader Series,,Scan10075.JPG,Scan10075,,,,500x736,52,assets/Scan10075-175eb076.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10075-175eb076.JPG
new-page,Oil,Religious Leader Series,,Scan10076.JPG,Scan10076,,,,500x700,46,assets/Scan10076-0754397d.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10076-0754397d.JPG
new-page,Oil,Religious Leader Series,,Scan10077.JPG,Scan10077,,,,500x699,57,assets/Scan10077-291ab8b1.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10077-291ab8b1.JPG
new-page,Oil,Religious Leader Series,,Scan10079.JPG,Scan10079,,,,500x705,54,assets/Scan10079-3cd705ff.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10079-3cd705ff.JPG
new-page,Oil,Religious Leader Series,,Scan10082.JPG,Scan10082,,,,500x748,65,assets/Scan10082-25ab541c.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10082-25ab541c.JPG
new-page,Oil,Religious Leader Series,,Scan10084.JPG,Scan10084,,,,500x708,52,assets/Scan10084-315e06eb.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10084-315e06eb.JPG
new-page,Oil,Religious Leader Series,,Scan10086.JPG,Scan10086,,,,500x733,55,assets/Scan10086-02eb1506.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10086-02eb1506.JPG
new-page,Oil,Religious Leader Series,,Scan10091.JPG,Scan10091,,,,500x700,63,assets/Scan10091-2425376b.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10091-2425376b.JPG
new-page,Oil,Religious Leader Series,,Scan10092.JPG,Scan10092,,,,500x687,60,assets/Scan10092-3784ba5d.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10092-3784ba5d.JPG
new-page,Oil,Religious Leader Series,,Scan10093.JPG,Scan10093,,,,500x682,53,assets/Scan10093-2b08e0fe.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10093-2b08e0fe.JPG
new-page,Oil,Religious Leader Series,,Scan10094.JPG,Scan10094,,,,500x703,68,assets/Scan10094-040d2c79.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10094-040d2c79.JPG
new-page,Oil,Religious Leader Series,,Scan10095.JPG,Scan10095,,,,500x709,52,assets/Scan10095-0c8517d6.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10095-0c8517d6.JPG
new-page,Oil,Religious Leader Series,,Scan10096.JPG,Scan10096,,,,500x735,53,assets/Scan10096-0824c081.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10096-0824c081.JPG
new-page,Oil,Religious Leader Series,,Scan10099.JPG,Scan10099,,,,500x651,55,assets/Scan10099-07ab75f7.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10099-07ab75f7.JPG
new-page,Oil,Religious Leader Series,,Scan10101.JPG,Scan10101,,,,500x661,52,assets/Scan10101-062a6bef.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10101-062a6bef.JPG
new-page,Oil,Religious Leader Series,,Scan10104.JPG,Scan10104,,,,500x728,53,assets/Scan10104-16da4061.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10104-16da4061.JPG
new-page,Oil,Religious Leader Series,,Scan10107.JPG,Scan10107,,,,500x752,76,assets/Scan10107-017ba135.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10107-017ba135.JPG
new-page,Oil,Religious Leader Series,,Scan10112.JPG,Scan10112,,,,500x737,55,assets/Scan10112-60e6f021.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10112-60e6f021.JPG
new-page,Oil,Religious Leader Series,,Scan10114.JPG,Scan10114,,,,500x718,54,assets/Scan10114-0908db39.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10114-0908db39.JPG
new-page,Oil,Religious Leader Series,,Scan10116.JPG,Scan10116,,,,500x729,42,assets/Scan10116-0321ad30.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10116-0321ad30.JPG
new-page,Oil,Religious Leader Series,,Scan10117.JPG,Scan10117,,,,500x706,55,assets/Scan10117-2d4971d8.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10117-2d4971d8.JPG
new-page,Oil,Religious Leader Series,,Scan10119.JPG,Scan10119,,,,500x732,50,assets/Scan10119-1d74aafe.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10119-1d74aafe.JPG
new-page,Oil,Religious Leader Series,,Scan10121.JPG,Scan10121,,,,500x696,55,assets/Scan10121-063bcfb1.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10121-063bcfb1.JPG
new-page,Oil,Religious Leader Series,,Scan10123.JPG,Scan10123,,,,500x732,72,assets/Scan10123-06ac18f4.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10123-06ac18f4.JPG
new-page,Oil,Religious Leader Series,,Scan10124.JPG,Scan10124,,,,500x707,53,assets/Scan10124-047a038f.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10124-047a038f.JPG
new-page,Oil,Religious Leader Series,,Scan10128.JPG,Scan10128,,,,500x726,72,assets/Scan10128-0444f139.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10128-0444f139.JPG
new-page,Oil,Religious Leader Series,,Scan10128[2].JPG,Scan10128[2],,,,646x500,69,assets/Scan10128_2_-0409d1fc.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10128_2_-0409d1fc.JPG
new-page,Oil,Religious Leader Series,,Scan10131.JPG,Scan10131,,,,500x754,53,assets/Scan10131-535c00b4.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10131-535c00b4.JPG
new-page,Oil,Religious Leader Series,,Scan10133.JPG,Scan10133,,,,500x709,53,assets/Scan10133-1419f4bb.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10133-1419f4bb.JPG
new-page,Oil,Religious Leader Series,,Scan10134.JPG,Scan10134,,,,500x721,51,assets/Scan10134-2668de71.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10134-2668de71.JPG
new-page,Oil,Religious Leader Series,,Scan10135.JPG,Scan10135,,,,500x700,79,assets/Scan10135-0f0a1646.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10135-0f0a1646.JPG
new-page,Oil,Religious Leader Series,,Scan10136.JPG,Scan10136,,,,500x635,62,assets/Scan10136-2426870c.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10136-2426870c.JPG
new-page,Oil,Religious Leader Series,,Scan10137.JPG,Scan10137,,,,500x717,54,assets/Scan10137-0931ed55.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10137-0931ed55.JPG
new-page,Oil,Religious Leader Series,,Scan10138.JPG,Scan10138,,,,500x723,56,assets/Scan10138-0d429f66.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10138-0d429f66.JPG
new-page,Oil,Religious Leader Series,,Scan10139.JPG,Scan10139,,,,500x697,48,assets/Scan10139-0c6f5a8e.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10139-0c6f5a8e.JPG
new-page,Oil,Religious Leader Series,,Scan10140.JPG,Scan10140,,,,500x739,47,assets/Scan10140-1365dd35.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10140-1365dd35.JPG
new-page,Oil,Religious Leader Series,,Scan10140[2].JPG,Scan10140[2],,,,500x660,40,assets/Scan10140_2_-01ee8db8.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10140_2_-01ee8db8.JPG
new-page,Oil,Religious Leader Series,,Scan10141.JPG,Scan10141,,,,500x674,55,assets/Scan10141-02b5cd5c.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10141-02b5cd5c.JPG
new-page,Oil,Religious Leader Series,,Scan10142.JPG,Scan10142,,,,500x725,42,assets/Scan10142-3f413d7b.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10142-3f413d7b.JPG
new-page,Oil,Religious Leader Series,,Scan10145.JPG,Scan10145,,,,500x746,53,assets/Scan10145-07589ef9.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10145-07589ef9.JPG
new-page,Oil,Religious Leader Series,,Scan10149.JPG,Scan10149,,,,500x720,47,assets/Scan10149-0e81b957.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10149-0e81b957.JPG
new-page,Oil,Religious Leader Series,,Scan10150.JPG,Scan10150,,,,500x694,56,assets/Scan10150-0db6b012.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10150-0db6b012.JPG
new-page,Oil,Religious Leader Series,,Scan10151.JPG,Scan10151,,,,500x691,56,assets/Scan10151-2e5c17f1.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10151-2e5c17f1.JPG
new-page,Oil,Religious Leader Series,,Scan10152.JPG,Scan10152,,,,500x623,46,assets/Scan10152-4fc389d4.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan10152-4fc389d4.JPG
new-page,Oil,Religious Leader Series,,Scan20000.JPG,Scan0,,,,500x707,55,assets/Scan20000-1a130092.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan20000-1a130092.JPG
new-page,Oil,Religious Leader Series,,Scan20001.JPG,Scan1,,,,500x737,65,assets/Scan20001-08258751.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan20001-08258751.JPG
new-page,Oil,Religious Leader Series,,Scan20002.JPG,Scan2,,,,500x699,68,assets/Scan20002-1c294a79.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan20002-1c294a79.JPG
new-page,Oil,Religious Leader Series,,Scan20003.JPG,Scan3,,,,500x733,55,assets/Scan20003-11561397.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan20003-11561397.JPG
new-page,Oil,Religious Leader Series,,Scan20004.JPG,Scan4,,,,500x693,71,assets/Scan20004-2c8ed47b.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan20004-2c8ed47b.JPG
new-page,Oil,Religious Leader Series,,Scan20005.JPG,Scan5,,,,500x741,49,assets/Scan20005-34bb8548.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan20005-34bb8548.JPG
new-page,Oil,Religious Leader Series,,Scan20006.JPG,Scan6,,,,500x696,60,assets/Scan20006-158806eb.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan20006-158806eb.JPG
new-page,Oil,Religious Leader Series,,Scan20007.JPG,Scan7,,,,500x651,68,assets/Scan20007-01907311.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan20007-01907311.JPG
new-page,Oil,Religious Leader Series,,Scan20008.JPG,Scan8,,,,500x714,42,assets/Scan20008-1130c2fd.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan20008-1130c2fd.JPG
new-page,Oil,Religious Leader Series,,Scan20009.JPG,Scan9,,,,500x734,50,assets/Scan20009-385de6a2.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan20009-385de6a2.JPG
new-page,Oil,Religious Leader Series,,Scan20010.JPG,Scan0,,,,500x691,63,assets/Scan20010-0fc7dd0c.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan20010-0fc7dd0c.JPG
new-page,Oil,Religious Leader Series,,Scan20011.JPG,Scan1,,,,500x730,51,assets/Scan20011-1f05f3cf.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan20011-1f05f3cf.JPG
new-page,Oil,Religious Leader Series,,Scan20012.JPG,Scan2,,,,500x737,40,assets/Scan20012-1f2f2e34.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan20012-1f2f2e34.JPG
new-page,Oil,Religious Leader Series,,Scan20013.JPG,Scan3,,,,500x695,51,assets/Scan20013-0b63540d.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan20013-0b63540d.JPG
new-page,Oil,Religious Leader Series,,Scan20014.JPG,Scan4,,,,500x743,55,assets/Scan20014-02ecc6cb.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan20014-02ecc6cb.JPG
new-page,Oil,Religious Leader Series,,Scan20015.JPG,Scan5,,,,500x726,51,assets/Scan20015-7a24750c.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan20015-7a24750c.JPG
new-page,Oil,Religious Leader Series,,Scan20016.JPG,Scan6,,,,500x704,56,assets/Scan20016-1f556094.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan20016-1f556094.JPG
new-page,Oil,Religious Leader Series,,Scan20017.JPG,Scan7,,,,500x721,59,assets/Scan20017-0d2da6b8.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan20017-0d2da6b8.JPG
new-page,Oil,Religious Leader Series,,Scan20018.JPG,Scan8,,,,500x724,55,assets/Scan20018-06e38022.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan20018-06e38022.JPG
new-page,Oil,Religious Leader Series,,Scan20019.JPG,Scan9,,,,500x728,63,assets/Scan20019-473a5280.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan20019-473a5280.JPG
new-page,Oil,Religious Leader Series,,Scan20020.JPG,Scan0,,,,500x702,61,assets/Scan20020-0bd6ce57.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan20020-0bd6ce57.JPG
new-page,Oil,Religious Leader Series,,Scan20021.JPG,Scan1,,,,500x756,74,assets/Scan20021-14bcfcd5.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan20021-14bcfcd5.JPG
new-page,Oil,Religious Leader Series,,Scan20022.JPG,Scan2,,,,500x707,54,assets/Scan20022-083abe5c.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan20022-083abe5c.JPG
new-page,Oil,Religious Leader Series,,Scan20023.JPG,Scan3,,,,500x676,69,assets/Scan20023-0551b674.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan20023-0551b674.JPG
new-page,Oil,Religious Leader Series,,Scan20024.JPG,Scan4,,,,500x679,69,assets/Scan20024-23f77156.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan20024-23f77156.JPG
new-page,Oil,Religious Leader Series,,Scan20025.JPG,Scan5,,,,500x637,44,assets/Scan20025-26d848e7.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan20025-26d848e7.JPG
new-page,Oil,Religious Leader Series,,Scan20026.JPG,Scan6,,,,500x709,70,assets/Scan20026-0d6c7ac7.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan20026-0d6c7ac7.JPG
new-page,Oil,Religious Leader Series,,Scan20027.JPG,Scan7,,,,500x643,45,assets/Scan20027-10d16b88.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/Scan20027-10d16b88.JPG
